tid,toi,tfopwg_disp
92744152,4254.01,PC
82302240,4255.01,FP
77102895,4256.01,FP
75208638,4257.01,FP
74484886,4258.01,FP
399794420,4476.01,KP
64531556,4477.01,FP
233823679,4478.01,PC
126606859,4479.01,CP
1528696,448.01,CP
377873569,4480.01,KP
239332587,4481.01,CP
27990610,4482.01,KP
209752908,4483.01,KP
272707711,4484.01,PC
137903329,4485.01,KP
99224131,4486.01,KP
193754373,4487.01,PC
269269546,4488.01,KP
267572272,4489.01,KP
139528693,449.01,KP
317328621,4709.01,APC
47911178,471.01,KP
144486060,4710.01,PC
177718896,4711.01,PC
317089770,4712.01,PC
102542376,4713.01,APC
251111783,4714.01,PC
268372005,4715.01,FP
268689126,4716.01,PC
269190305,4717.01,PC
234958949,4718.01,PC
306363166,4719.01,PC
52280468,472.01,APC
124322274,4720.01,PC
229210014,4721.01,PC
142530031,4722.01,PC
322824542,4723.01,PC
119638424,4724.01,PC
26587613,4725.01,PC
399346877,4003.01,PC
397924314,4004.01,PC
395773226,4005.01,FP
390048041,4006.01,FA
389910188,4007.01,PC
379629854,4008.01,FP
368734712,4009.01,PC
259701242,401.01,FP
352682207,4010.01,CP
352682207,4010.02,CP
352682207,4010.03,CP
289264348,4011.01,PC
280315875,4012.01,PC
279265701,4013.01,PC
85791385,4014.01,PC
85429139,4015.01,PC
461491274,4016.01,PC
461491274,4016.02,PC
268643535,4259.01,PC
189013224,426.01,PC
74967390,4260.01,PC
74197917,4261.01,FP
53365065,4262.01,PC
48276576,4263.01,FP
45996325,4264.01,PC
118308828,4265.01,FP
442050698,4266.01,APC
80783538,4267.01,APC
341272282,4268.01,FP
178657161,4269.01,PC
70914192,427.01,APC
151920165,4270.01,CP
146842334,4271.01,PC
146664561,4272.01,PC
133331642,4273.01,PC
290388627,4274.01,PC
363635669,4275.01,FP
268924036,4490.01,KP
193336820,4491.01,CP
298297931,4492.01,CP
263218688,4493.01,PC
40466976,4494.01,PC
120826158,4495.01,CP
120826158,4495.02,PC
275758701,4496.01,PC
436166416,4497.01,PC
305943739,4498.01,FP
120183168,4499.01,PC
120183168,4499.02,PC
77951245,450.01,APC
406190563,4500.01,FP
22069559,4501.01,PC
239372503,4502.01,FP
167719618,4503.01,PC
349972412,4504.01,CP
409009431,4726.01,PC
39824732,4727.01,PC
270716565,4728.01,PC
52738649,4729.01,PC
52640302,473.01,KP
97866515,4730.01,PC
419092044,4801.01,PC
50575306,4802.01,PC
19117967,4803.01,PC
320341952,4804.01,PC
7976072,4805.01,PC
96317115,4806.01,PC
174546820,4807.01,PC
126772538,4808.01,FP
143724857,4809.01,PC
339672028,481.01,CP
281225729,4810.01,PC
334414389,4811.01,PC
407313319,4017.01,PC
407243316,4018.01,PC
284305328,4019.01,FP
120896927,402.01,CP
120896927,402.02,CP
10974783,4020.01,FA
10507330,4021.01,PC
1271152446,4022.01,PC
470678283,4023.01,PC
470169396,4024.01,PC
441730540,4025.01,PC
428963229,4026.01,PC
427866520,4027.01,PC
406634633,4028.01,PC
393633044,4029.01,PC
257567854,403.01,KP
390021939,4030.01,PC
389968080,4031.01,PC
387603144,4032.01,FP
469811655,4276.01,PC
466682238,4277.01,PC
466222485,4278.01,PC
407146536,4279.01,FP
117979850,428.01,APC
387193925,4280.01,PC
384386061,4281.01,FP
374348168,4282.01,PC
343952976,4283.01,PC
280726137,4284.01,PC
310105752,4285.01,APC
294097592,4286.01,PC
290407621,4287.01,PC
278821913,4288.01,PC
278540265,4289.01,PC
259592689,429.01,PC
278196907,4290.01,PC
257520272,4291.01,PC
255918903,4292.01,FP
349972412,4504.02,CP
150299840,4505.01,PC
434105094,4506.01,PC
179582003,4507.01,CP
170789802,4508.01,PC
319610598,4509.01,PC
257605131,451.01,CP
257605131,451.02,CP
257605131,451.03,CP
340458804,4510.01,PC
333674399,4511.01,PC
333674399,4511.02,PC
243014114,4512.01,KP
408261725,4513.01,PC
436875934,4514.01,KP
456862677,4515.01,CP
438368981,4731.01,PC
78489364,4732.01,PC
438149332,4733.01,PC
97714451,4734.01,PC
280292434,4735.01,PC
265619984,4736.01,PC
142532090,4737.01,CP
247873937,4738.01,FP
281716779,4739.01,APC
59843967,474.01,KP
72097808,4740.01,PC
291198795,4741.01,PC
237637903,4742.01,PC
23725901,4743.01,PC
293931909,4744.01,PC
269278156,4745.01,PC
160180298,4746.01,PC
235078021,4747.01,PC
59770954,4748.01,PC
153412485,4749.01,PC
387330895,4033.01,PC
375654303,4034.01,PC
372392226,4035.01,PC
367913453,4036.01,FP
367287018,4037.01,FP
366580825,4038.01,PC
366120401,4039.01,PC
166833457,404.01,KP
356786657,4040.01,PC
345645749,4041.01,PC
332393279,4042.01,PC
322262448,4043.01,PC
307956396,4044.01,FP
298264260,4045.01,PC
284760740,4046.01,PC
279769094,4047.01,PC
279605855,4048.01,FP
259274960,4049.01,PC
176984236,405.01,FP
101696403,4293.01,PC
30499203,4294.01,FP
325527653,4295.01,PC
72668830,4296.01,FA
72668830,4296.02,PC
72668830,4296.03,PC
28116365,4297.01,PC
146282666,4298.01,PC
67535663,4299.01,PC
459942762,430.01,FP
266843799,4300.01,FP
307079330,4301.01,PC
182078202,4302.01,PC
200296137,4303.01,PC
366443426,4304.01,KP
366443426,4304.03,KP
372068780,4305.01,PC
85593751,4516.01,KP
301289516,4517.01,KP
398572544,4518.01,KP
419957393,4519.01,PC
139733308,452.01,KP
404243877,4520.01,KP
439842788,4521.01,KP
369480087,4522.01,FP
427332229,4523.01,KP
333657795,4524.01,CP
36592530,4525.01,KP
39926974,4526.01,KP
380887434,4527.01,CP
376981340,4528.01,FA
384888319,4529.01,CP
452808876,453.01,KP
35022727,4530.01,KP
157127081,4767.01,PC
108940329,4768.01,PC
333814134,4769.01,PC
170102285,477.01,KP
112110888,4770.01,PC
266441563,4771.01,APC
455153906,4772.01,PC
415276070,4773.01,PC
148129139,4774.01,PC
412521892,4775.01,PC
196286578,4776.01,PC
170368805,4777.01,PC
145163386,4778.01,PC
170221808,4779.01,PC
172464366,478.01,FP
231937828,4780.01,PC
176242778,4781.01,PC
423128096,4782.01,APC
218988652,4783.01,APC
255865833,4050.01,PC
237101326,4051.01,FP
236775063,4052.01,FP
235684392,4053.01,FP
233719215,4054.01,PC
233053554,4055.01,PC
232567319,4056.01,PC
230388132,4057.01,PC
229639351,4058.01,PC
229605891,4059.01,PC
153065527,406.01,CP
153065527,406.02,CP
229508727,4060.01,PC
224601047,4061.01,FA
219866209,4062.01,PC
219499488,4063.01,APC
219489550,4064.01,PC
219485050,4065.01,PC
193556520,4066.01,PC
372068780,4305.02,PC
44898913,4306.01,CP
141186075,4307.01,PC
141186075,4307.02,PC
144193715,4308.01,CP
56662591,4309.01,PC
31374837,431.01,CP
31374837,431.02,CP
303317324,4310.01,PC
122617317,4311.01,CP
122617317,4311.02,CP
251086776,4312.01,FA
294324819,4313.01,PC
459952217,4314.01,FA
139148528,4315.01,PC
7020254,4316.01,KP
262662119,4531.01,KP
376939759,4532.01,KP
418761354,4533.01,KP
437704321,4534.01,KP
26017005,4535.01,KP
380907135,4536.01,KP
251039147,4537.01,PC
262715204,4538.01,KP
262715204,4538.02,KP
262715204,4538.03,KP
102264230,4539.01,KP
153077621,454.01,APC
388816604,4540.01,PC
293432942,4541.01,APC
4464022,4542.01,PC
435336785,4543.01,PC
435339847,4544.01,KP
81744640,4812.01,PC
333810741,4813.01,PC
32004914,4814.01,PC
19447218,4815.01,PC
156990000,4816.01,PC
60074373,4817.01,FP
181422954,4818.01,PC
82739585,4819.01,PC
365639282,482.01,FP
394223845,4820.01,PC
354937825,4821.01,PC
52936161,4822.01,PC
348756659,4823.01,PC
179687771,4824.01,PC
53047383,4825.01,PC
17683158,4826.01,PC
332630868,4827.01,FP
291469139,4828.01,PC
268439377,4829.01,FP
162577466,4067.01,FP
159334269,4068.01,FP
143009290,4069.01,PC
349518800,407.01,APC
115270627,4070.01,PC
115182469,4071.01,PC
85459171,4072.01,PC
648958344,4073.01,PC
628103717,4074.01,PC
627323667,4075.01,PC
57193198,4076.01,PC
57159675,4077.01,PC
444724127,4078.01,PC
444558604,4079.01,PC
176778112,408.01,FP
428892437,4080.01,PC
421973253,4081.01,PC
400899926,4082.01,PC
399444057,4083.01,FP
422914082,4317.01,PC
311130133,4318.01,PC
157115010,4319.01,PC
38686737,432.01,FP
404518509,4320.01,CP
404518509,4320.02,FA
325081244,4321.01,PC
13883872,4322.01,PC
143022742,4323.01,FA
143022742,4323.02,FA
408416746,4324.01,PC
202185707,4325.01,PC
303586471,4326.01,PC
140687214,4327.01,PC
77175217,4328.01,PC
256722647,4329.01,CP
610976842,4545.01,KP
25911962,4546.01,PC
206284139,4547.01,KP
21130820,4548.01,PC
9030119,4549.01,PC
98796344,455.01,CP
400972123,4550.01,PC
204650483,4551.01,CP
248250955,4552.01,CP
383721338,4553.01,PC
369768787,4554.01,PC
141770198,4555.01,PC
107018378,4556.01,PC
258917846,4557.01,PC
220414682,4558.01,PC
271169413,4559.01,CP
77228304,456.01,FP
100608026,475.01,PC
317189702,4750.01,PC
291580615,4751.01,PC
237700098,4752.01,PC
306604742,4753.01,PC
61344769,4754.01,PC
267197567,4755.01,PC
119556803,4756.01,PC
53744258,4757.01,PC
34524670,4758.01,PC
49705089,4759.01,CP
156987351,476.01,PC
291332861,4760.01,PC
440849210,4761.01,PC
119069946,4762.01,PC
143072696,4763.01,PC
268456052,4764.01,PC
21747057,4765.01,PC
271307949,4766.01,PC
346673534,4084.01,PC
336840314,4085.01,PC
328814605,4086.01,PC
310002617,4087.01,CP
302381397,4088.01,PC
298752252,4089.01,PC
167754523,409.01,FP
289373041,4090.01,PC
289316336,4091.01,FP
288242606,4092.01,PC
284454822,4093.01,PC
284454822,4093.02,PC
280035202,4094.01,PC
274974693,4095.01,PC
272782321,4096.01,PC
264295655,4097.01,PC
264223828,4098.01,PC
264173803,4099.01,PC
188989177,433.01,FP
47617038,4330.01,FP
148833828,4331.01,PC
178959058,4332.01,FP
144645881,4333.01,PC
128531633,4334.01,PC
443658196,4335.01,FP
166184428,4336.01,CP
399642071,4337.01,FP
253434221,4338.01,APC
7439481,4339.01,FP
78055054,434.01,KP
454038613,4340.01,PC
62301521,4341.01,FA
354944123,4342.01,CP
354944123,4342.02,CP
307716123,4560.01,PC
33716474,4561.01,PC
349576261,4562.01,CP
418255064,4563.01,PC
400786146,4564.01,FP
381897917,4565.01,PC
269728501,4566.01,PC
307849973,4567.01,PC
307849973,4567.02,PC
447088034,4568.01,PC
149126400,4569.01,FP
89256802,457.01,PC
137402055,4570.01,KP
48451130,4571.01,KP
154940895,4572.01,PC
409207712,4784.01,PC
50751260,4785.01,PC
127012328,4786.01,PC
431981595,4787.01,PC
156999527,4788.01,PC
134221850,4789.01,PC
306362738,479.01,KP
452903647,4790.01,APC
100389539,4791.01,CP
265350422,4792.01,APC
65949719,4793.01,PC
95589845,4794.01,PC
107090327,4795.01,PC
65905621,4796.01,PC
265011923,4797.01,PC
274137295,4798.01,PC
65805840,4799.01,PC
317548889,480.01,CP
280307604,4800.01,FP
206466531,410.01,FP
243297296,4100.01,PC
243280335,4101.01,PC
237235093,4102.01,FP
235902467,4103.01,PC
235664497,4104.01,PC
233576159,4105.01,PC
233535738,4106.01,APC
232632239,4107.01,PC
232603560,4108.01,PC
230084146,4109.01,PC
100990000,411.01,CP
100990000,411.02,CP
230075120,4110.01,FP
230006888,4111.01,PC
229976631,4112.01,FA
229786610,4113.01,PC
229408913,4114.01,PC
278988097,4343.01,PC
38939275,4344.01,PC
469791892,4345.01,PC
389371332,4346.01,FP
32498058,4347.01,PC
350299588,4348.01,PC
313889049,4349.01,PC
44647437,435.01,PC
50379036,4350.01,PC
358253047,4351.01,PC
237332812,4352.01,PC
176797879,4353.01,PC
332715376,4354.01,PC
260655847,4355.01,PC
149389419,4356.01,PC
362103298,4573.01,PC
298428237,4574.01,PC
372759746,4575.01,PC
157667414,4576.01,PC
138364831,4577.01,KP
154474036,4578.01,PC
27769688,4579.01,KP
64071894,458.01,PC
219742885,4580.01,PC
273231214,4581.01,KP
273231214,4581.02,KP
219854519,4582.01,CP
103604037,4583.01,FA
120255950,4584.01,KP
233529335,4585.01,PC
416534875,4586.01,PC
143008050,3850.01,PC
142739544,3851.01,PC
142635225,3852.01,PC
142618165,3853.01,PC
142562395,3854.01,PC
126325149,3855.01,PC
125552076,3856.01,PC
105379013,3857.01,PC
86273567,3858.01,PC
1122079,3859.01,APC
238059180,386.01,PC
416542079,3860.01,PC
396950329,3861.01,PC
141205978,3862.01,CP
383531543,3863.01,PC
1001477809,3864.01,FP
376688393,3865.01,PC
376632626,3866.01,PC
320208949,3867.01,PC
199610140,4115.01,PC
198616607,4116.01,FP
198189972,4117.01,PC
193773468,4118.01,PC
160618074,4119.01,PC
7624182,412.01,FP
159438097,4120.01,PC
157218656,4121.01,PC
156215204,4122.01,APC
153896150,4123.01,PC
150761163,4124.01,PC
147761049,4125.01,PC
141616639,4126.01,FP
141488193,4127.01,CP
137420801,4128.01,PC
123357034,4129.01,PC
170634116,413.01,KP
71396541,4130.01,FP
300011941,4357.01,FP
273418421,4358.01,PC
133505138,4359.01,FP
44745077,436.01,FP
52307802,4360.01,PC
334632624,4361.01,PC
238164799,4362.01,PC
325682877,4363.01,PC
4070275,4364.01,CP
413343957,4365.01,PC
297361900,4366.01,PC
313675203,4367.01,FP
314724818,4368.01,FP
278862750,4369.01,PC
32499655,437.01,KP
335040423,4370.01,PC
450649506,4371.01,PC
137683938,4587.01,KP
48031665,4588.01,PC
164458714,4589.01,KP
38603673,459.01,APC
154923406,4590.01,PC
356868487,4591.01,FP
122785299,4592.01,KP
399954349,4593.01,KP
399954349,4593.02,KP
158555987,4594.01,FP
159725995,4595.01,KP
86951294,4596.01,PC
68573534,4597.01,PC
29017001,4598.01,PC
307809773,4599.01,CP
307809773,4599.02,CP
310994622,3868.01,PC
253044312,3869.01,APC
92359850,387.01,FP
165989915,3870.01,PC
165468291,3871.01,PC
165431806,3872.01,PC
154126149,3873.01,PC
154105890,3874.01,PC
153978165,3875.01,PC
150388393,3876.01,PC
144310492,3877.01,PC
141275395,3878.01,PC
139086171,3879.01,PC
422655579,388.01,KP
138973825,3880.01,PC
136998882,3881.01,PC
101643582,3882.01,APC
99330090,3883.01,FP
47937361,4131.01,PC
335655755,4132.01,PC
468396217,4133.01,PC
420803693,4134.01,FP
288471040,4135.01,FP
420680343,4136.01,PC
417646390,4137.01,CP
257060897,4138.01,CP
408729765,4139.01,FP
325680697,414.01,FP
400103802,4140.01,PC
400093775,4141.01,PC
39573090,4142.01,PC
371711170,4143.01,FP
313194972,4144.01,PC
279947414,4145.01,CP
23124038,4146.01,APC
138329479,4147.01,PC
401980624,4372.01,PC
315350812,4373.01,PC
308191940,4374.01,PC
343708863,4375.01,FP
250306572,4376.01,PC
394918211,4377.01,CP
394721720,4378.01,PC
97766057,4379.01,CP
468880077,438.01,PC
169958952,4380.01,PC
305767364,4381.01,PC
32460142,4382.01,PC
384744828,4383.01,FP
259230140,4384.01,PC
22186226,4385.01,PC
350575997,4386.01,PC
33350443,4387.01,PC
9804616,460.01,FP
232608943,4600.01,CP
232608943,4600.02,CP
349071261,4601.01,PC
467651916,4602.01,CP
437856897,4603.01,CP
27039476,4604.01,KP
19155785,4605.01,FP
68577662,4606.01,KP
28294709,4607.01,PC
427740976,4608.01,PC
118820486,4609.01,PC
4646810,461.01,CP
1950736,4610.01,FP
68646526,4611.01,PC
97735908,4612.01,KP
436652523,4613.01,APC
408809625,4614.01,PC
86263325,3884.01,CP
55748194,3885.01,FA
48220826,3886.01,PC
21549805,3887.01,PC
18067025,3888.01,PC
950525831,3889.01,PC
271900960,389.01,FP
18017227,3890.01,FP
459215281,3891.01,PC
3896759,3892.01,PC
458424950,3893.01,PC
165464482,3894.01,CP
3808740,3895.01,PC
445837596,3896.01,PC
154181821,3897.01,PC
450337675,3898.01,PC
441697509,3899.01,PC
250386181,390.01,FP
366755319,3900.01,PC
137157546,4148.01,FP
103096524,4149.01,PC
152476657,415.01,KP
102719996,4150.01,PC
406926040,4151.01,PC
1813844121,4152.01,PC
470171739,4153.01,CP
470156846,4154.01,PC
467331291,4155.01,CP
462553953,4156.01,PC
462553953,4156.02,PC
461538935,4157.01,FP
441797394,4158.01,PC
441600335,4159.01,APC
49899799,416.01,FP
441580526,4160.01,PC
441572821,4161.01,PC
420114036,4162.01,PC
313554509,4388.01,PC
41387532,4389.01,APC
13021029,439.01,KP
369345064,4390.01,PC
66620917,4391.01,PC
429791387,4392.01,PC
107440797,4393.01,PC
341805908,4394.01,FP
218483943,4395.01,PC
379723086,4396.01,FP
107728509,4397.01,FP
214243287,4398.01,APC
464646604,4399.01,CP
143350972,440.01,FP
231630147,4400.01,PC
178170828,4401.01,PC
197807778,4402.01,PC
84599716,4615.01,PC
258796169,4616.01,CP
18373995,4617.01,PC
284326455,4618.01,KP
238586172,4619.01,PC
420049884,462.01,PC
171160243,4620.01,PC
293457754,4621.01,KP
94727308,4622.01,APC
56399553,4623.01,KP
84339983,4624.01,KP
58472992,4625.01,PC
241442273,4626.01,PC
89702406,4627.01,FP
404421005,4628.01,KP
304339227,4629.01,PC
357373216,3901.01,PC
310094771,3902.01,PC
288434231,3903.01,PC
233462817,3904.01,APC
180672438,3905.01,PC
180607846,3906.01,APC
165723070,3907.01,PC
165412561,3908.01,APC
161003569,3909.01,PC
382391899,391.01,KP
158617175,3910.01,PC
158497525,3911.01,PC
156648452,3912.01,CP
155898758,3913.01,PC
139118482,3914.01,FP
81247877,3915.01,PC
68074302,3916.01,PC
68035558,3917.01,FA
23815847,3918.01,PC
420112217,4163.01,PC
420108587,4164.01,PC
398371628,4165.01,PC
389777651,4166.01,PC
377165123,4167.01,FP
372758077,4168.01,PC
372747949,4169.01,PC
339733013,417.01,FP
366972162,4170.01,PC
362223355,4171.01,PC
359388309,4172.01,PC
358613376,4173.01,PC
356822426,4174.01,PC
952046774,4175.01,PC
58533991,4176.01,APC
130981260,4177.01,APC
289988797,4178.01,FP
297148017,4179.01,PC
350931281,4403.01,PC
342314656,4404.01,PC
177254988,4405.01,PC
177254988,4405.02,PC
206541859,4406.01,CP
207238953,4407.01,PC
260189643,4408.01,PC
382200986,4409.01,PC
316916655,441.01,FP
280803800,4410.01,PC
366484980,4411.01,KP
35315453,4412.01,FP
142019343,4413.01,PC
1405997635,4414.01,FP
1234810324,4415.01,APC
79605791,4416.01,PC
208297760,4417.01,PC
176831592,463.01,FP
292202337,4630.01,PC
313006381,4631.01,PC
336075472,4632.01,PC
307958020,4633.01,CP
17150865,4634.01,FP
337129672,4635.01,FP
405484221,4636.01,FP
306485267,4637.01,PC
58824746,4638.01,CP
91251292,4639.01,PC
91251292,4639.02,PC
398733009,464.01,FP
337216118,4640.01,PC
436873727,4641.01,CP
336961891,4642.01,PC
23769326,3919.01,CP
328350926,392.01,APC
2016376984,3920.01,FA
1101909431,3921.01,FP
1101855081,3922.01,PC
467265105,3923.01,PC
456042145,3924.01,FP
435167167,3925.01,FP
434171145,3926.01,PC
434171113,3927.01,PC
427153307,3928.01,PC
422554579,3929.01,PC
29960109,393.01,FP
422514153,3930.01,PC
421336001,3931.01,PC
408094424,3932.01,APC
388393034,3933.01,PC
375981105,3934.01,PC
372207084,3935.01,PC
178284730,418.01,KP
126737992,4180.01,APC
426017070,4181.01,FP
31637479,4182.01,PC
421951960,4183.01,PC
394357918,4184.01,CP
152563846,4185.01,PC
300579472,4186.01,PC
176780257,4187.01,PC
176780257,4187.02,PC
424747720,4188.01,FP
7422496,4189.01,PC
279251651,419.01,FP
65416038,4190.01,PC
167905035,4191.01,PC
41995709,4192.01,PC
295593712,4418.01,PC
295593712,4418.02,PC
352229268,4419.01,PC
70899085,442.01,CP
362709886,4420.01,PC
141412823,4421.01,FP
263748033,4422.01,PC
344600402,4423.01,FP
326386495,4424.01,PC
106940971,4425.01,PC
271354351,4426.01,KP
207339000,4427.01,PC
271042217,4428.01,KP
233188747,4429.01,PC
117979897,443.01,KP
362222177,4430.01,PC
121660904,4431.01,KP
270355392,4643.01,PC
270355392,4643.02,PC
387423096,4644.01,PC
46698351,4645.01,PC
286696849,4646.01,PC
303204165,4647.01,PC
303204165,4647.02,PC
257774438,4648.01,KP
404713783,4649.01,PC
270380593,465.01,KP
60646268,4650.01,PC
147302550,4651.01,PC
139877968,4652.01,PC
238854767,4653.01,PC
99648579,4654.01,PC
209310912,4655.01,PC
120523488,4656.01,PC
371676181,3936.01,PC
367425982,3937.01,PC
367333043,3938.01,FP
366115856,3939.01,PC
9858404,394.01,APC
346081845,3940.01,PC
345697569,3941.01,PC
345329200,3942.01,PC
343330330,3943.01,PC
338065029,3944.01,PC
336824844,3945.01,PC
336399144,3946.01,PC
336092760,3947.01,PC
335489455,3948.01,FP
334493051,3949.01,PC
38541473,395.01,APC
334394274,3950.01,PC
334385701,3951.01,PC
321861405,3952.01,PC
53287554,5172.01,PC
98669309,5173.01,KP
49428710,5174.01,CP
55266835,5175.01,PC
437054764,5176.01,PC
350033870,5177.01,PC
149969625,5178.01,KP
288671122,5179.01,PC
264979636,518.01,PC
346972413,5180.01,PC
346667887,5181.01,PC
99654378,5182.01,PC
298829544,5183.01,PC
28643432,5184.01,FP
462808933,5185.01,PC
68453985,5186.01,PC
441590110,5187.01,PC
294309873,5435.01,PC
155369758,5436.01,PC
6853696,5437.01,PC
367193060,5438.01,PC
247912728,5439.01,PC
50618703,544.01,CP
29374525,5440.01,FP
91697121,5441.01,PC
406684949,5442.01,APC
400515645,5443.01,PC
367193046,5444.01,APC
255735567,5445.01,APC
84788795,5446.01,PC
239722954,5447.01,FP
291016451,5448.01,PC
119130170,5449.01,PC
37168957,545.01,KP
6653897,5450.01,FP
69028091,5451.01,PC
287959034,5677.01,APC
209464063,5678.01,CP
143257768,5679.01,PC
37575651,568.01,FP
368739874,5680.01,CP
207439380,5681.01,APC
17538423,5682.01,PC
155949264,5683.01,PC
32260988,5684.01,PC
460396820,5685.01,KP
255928426,5686.01,PC
281100535,5687.01,APC
193634953,5688.01,CP
323250919,5689.01,PC
123482865,569.01,CP
115508409,5690.01,PC
17652022,5691.01,PC
37150278,5692.01,PC
272519426,5693.01,PC
148772620,4932.01,PC
35106764,4933.01,PC
292797572,4934.01,FP
412635642,4935.01,PC
68030406,4936.01,PC
241638905,4937.01,PC
457018819,4938.01,PC
149109125,4939.01,PC
19519368,494.01,PC
237929468,4940.01,CP
77680373,4941.01,PC
166242494,4942.01,PC
418567812,4943.01,PC
242190195,4944.01,PC
332017079,4945.01,PC
319783554,4946.01,FP
382975217,4947.01,PC
160476088,4948.01,PC
401028336,4949.01,PC
141677268,5188.01,PC
408549705,5189.01,FP
218795833,519.01,CP
289574465,5190.01,PC
359469754,5191.01,PC
336125492,5192.01,PC
336126253,5193.01,PC
288612903,5194.01,PC
357145112,5195.01,PC
383828887,5196.01,PC
219431828,5197.01,APC
193628179,5198.01,FP
298049015,5199.01,FP
148479278,520.01,PC
21101556,5200.01,PC
267810289,5201.01,PC
320324079,5202.01,PC
158323182,5203.01,PC
101569583,5452.01,PC
58997701,5453.01,PC
26406123,5454.01,PC
75171363,5455.01,PC
87044036,5456.01,FP
456971986,5457.01,PC
367434266,5458.01,PC
1942969,5459.01,PC
36440357,546.01,KP
445990611,5460.01,PC
118963720,5461.01,PC
79971247,5462.01,PC
437786834,5463.01,PC
171646471,5464.01,PC
87827371,5465.01,APC
45368525,5466.01,PC
83275782,5467.01,CP
172222885,5468.01,PC
23638678,5694.01,APC
103865797,5695.01,FP
393546540,5696.01,PC
393546540,5696.02,PC
393546540,5696.03,PC
416739490,5697.01,PC
264052454,5698.01,PC
224328450,5699.01,PC
126733133,570.01,FP
76193403,5700.01,PC
43276438,5701.01,PC
141985686,5702.01,FA
10792081,5703.01,PC
148673433,5704.01,CP
165625229,5705.01,PC
137843225,5706.01,PC
441614965,5707.01,PC
22529346,495.01,KP
245341495,4950.01,PC
448435566,4951.01,PC
400073524,4952.01,PC
405571798,4953.01,PC
147723246,4954.01,PC
188865842,4955.01,PC
8005485,4956.01,PC
412485680,4957.01,PC
457649900,4958.01,PC
290337456,4959.01,PC
88977253,496.01,APC
329672278,4960.01,PC
420202798,4961.01,PC
210681065,4962.01,PC
407827885,4963.01,PC
406443564,4964.01,FP
129890791,4965.01,PC
295507430,4966.01,PC
65845738,5204.01,PC
419411415,5205.01,CP
159117779,5206.01,PC
147892178,5207.01,PC
110738386,5208.01,PC
111108561,5209.01,PC
27649847,521.01,CP
265979849,5210.01,PC
215595454,5211.01,PC
424699834,5212.01,FP
247356332,5213.01,PC
7583660,5214.01,PC
236632480,5215.01,PC
256561562,5216.01,PC
215018906,5217.01,PC
259172249,5218.01,CP
378708888,5219.01,PC
19451711,522.01,FA
302419660,5469.01,PC
36352297,547.01,KP
367267217,5470.01,APC
47132361,5471.01,PC
76798849,5472.01,PC
81808065,5473.01,PC
97669493,5474.01,PC
78601408,5475.01,APC
353361266,5476.01,PC
127229631,5477.01,PC
95122849,5478.01,APC
95122849,5478.02,FP
67444896,5479.01,PC
42821097,548.01,KP
46307587,5480.01,PC
69295263,5481.01,PC
459947163,5482.01,PC
192982424,5483.01,PC
443961200,5484.01,APC
335813325,5708.01,PC
286813592,5709.01,PC
270468559,571.01,KP
173002823,5710.01,PC
441804533,5711.01,PC
388898854,5712.01,PC
219041246,5713.01,CP
467158766,5714.01,PC
147923561,5715.01,PC
298074836,5716.01,CP
53481079,5717.01,PC
17932757,5718.01,PC
4843495,5719.01,PC
289535142,572.01,APC
230055368,5720.01,CP
243476396,4967.01,PC
253961767,4968.01,PC
406106335,4969.01,PC
108645766,497.01,FP
359523751,4970.01,PC
453942180,4971.01,PC
149585119,4972.01,PC
397522142,4973.01,PC
148478039,4974.01,PC
304085024,4975.01,PC
210629725,4976.01,PC
68081952,4977.01,PC
145204443,4978.01,PC
311736478,4979.01,PC
121338379,498.01,APC
200435203,4980.01,PC
14029793,4981.01,PC
46627476,4982.01,PC
80137654,4983.01,PC
394691478,5220.01,PC
233409941,5221.01,PC
30791047,5222.01,APC
377297285,5223.01,PC
406361982,5224.01,PC
383645563,5225.01,PC
195093356,5226.01,FP
313453776,5227.01,PC
154014059,5228.01,PC
288428649,5229.01,PC
93125144,523.01,FA
55778666,5230.01,PC
105387356,5231.01,FP
69356857,5232.01,CP
259100469,5233.01,PC
335681838,5234.01,PC
154814765,5235.01,PC
193765661,5236.01,PC
186815660,5485.01,PC
291109653,5486.01,PC
302305400,5487.01,PC
281815702,5488.01,PC
468983280,5489.01,PC
468983280,5489.02,PC
32830028,549.01,FP
59575189,5490.01,PC
247166992,5491.01,PC
350024178,5492.01,PC
468979441,5493.01,PC
468979441,5493.02,PC
468979441,5493.03,PC
14440334,5494.01,PC
380671216,5495.01,PC
323658120,5496.01,FP
270679144,5497.01,PC
262736264,5498.01,PC
85292615,5721.01,PC
458481611,5722.01,PC
235901733,5723.01,PC
162631539,5724.01,PC
1042432,5725.01,PC
71582156,5726.01,CP
357048995,5727.01,PC
219875976,5728.01,PC
103605399,5729.01,PC
296780789,573.01,APC
138820713,5730.01,PC
188668950,5731.01,PC
335952150,5732.01,PC
224297408,5733.01,PC
9989136,5734.01,CP
177391159,4984.01,PC
294315741,4985.01,FP
5592720,4986.01,PC
293607057,4987.01,CP
445392860,4988.01,PC
303385111,4989.01,PC
123702439,499.01,APC
295312916,4990.01,PC
247180220,4991.01,PC
362111691,4992.01,PC
360221713,4993.01,PC
277128619,4994.01,CP
294295243,4995.01,PC
384709136,4996.01,PC
340624586,4997.01,PC
76228620,4998.01,PC
33227166,4999.01,PC
134200185,500.01,CP
