hostname,pl_name,ra,dec,st_rad,st_teff,st_mass
TOI-1823,TOI-1823 b,196.2197201,63.753261,0.8049,4927.0,0.8414
K2-141,K2-141 c,350.9170464,-1.1891827,0.681,4570.0,0.708
K2-232,K2-232 b,73.7667927,18.654323,1.161,6154.0,1.188
TOI-3984 A,TOI-3984 A b,226.3371468,36.7869747,0.47,3476.0,0.49
Kepler-79,Kepler-79 d,300.5171067,44.3815508,1.316,6389.0,1.244
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,263.577917,-27.14275,,,1.06
TOI-5789,TOI-5789 b,302.7734475,16.1897138,0.833,5185.0,0.821
HAT-P-11,HAT-P-11 c,297.7101763,48.0818635,0.683,4653.0,0.811
Kepler-215,Kepler-215 c,294.9735313,45.2136867,1.027,5739.0,0.788
Kepler-326,Kepler-326 d,294.3255898,46.0022646,0.801,5105.0,0.91
TOI-791,TOI-791 b,118.4347574,-69.7017359,1.474,6294.0,1.28
TOI-2147,TOI-2147 b,155.6415937,83.0837241,1.39,5983.0,0.99
TOI-3523 A,TOI-3523 A b,304.2834581,42.9065338,1.448,6450.0,1.131
WASP-188,WASP-188 b,278.7819771,36.6156327,1.83,6850.0,1.5
TOI-6019,TOI-6019 b,355.0913498,35.9408402,2.02,5561.0,1.13
TOI-6884,TOI-6884 b,193.0087935,26.673951,1.84,6330.0,1.41
TOI-791,TOI-791 c,118.4347574,-69.7017359,1.474,6294.0,1.28
ZTF J1230-2655,ZTF J1230-2655 b,187.5689308,-26.9309608,0.0123,10000.0,0.646
bet Pic,bet Pic c,86.8212337,-51.066148,1.54416,8038.68,1.789
V1298 Tau,V1298 Tau d,61.331654,20.1570318,1.32,4970.0,1.1
TOI-700,TOI-700 b,97.0957165,-65.5786149,0.421,3459.0,0.415
LP 791-18,LP 791-18 d,165.6904843,-16.4064445,0.182,2960.0,0.139
V1298 Tau,V1298 Tau b,61.331654,20.1570318,1.32,4970.0,1.1
L 98-59,L 98-59 d,124.5328604,-68.3144658,0.3155,3415.0,0.2923
BD-08 2823,BD-08 2823 c,150.1971964,-9.5165689,0.71,4746.0,0.74
Kepler-1745,Kepler-1745 b,293.4689924,42.8223582,1.4,5611.0,0.995
Kepler-806,Kepler-806 b,296.0071956,44.8535698,1.16,5770.0,0.99
TOI-125,TOI-125 b,23.5934253,-66.6763495,0.848,5320.0,0.859
Kepler-79,Kepler-79 c,300.5171067,44.3815508,1.316,6389.0,1.244
WASP-148,WASP-148 c,254.1305022,44.3025361,0.912,5555.0,0.954
TOI-270,TOI-270 d,68.4160804,-51.9573937,0.38,3506.0,0.386
HATS-72,HATS-72 b,339.0258401,-17.0003046,0.7214,4656.1,0.7311
L 168-9,L 168-9 b,350.0285917,-60.0657292,0.604,3842.0,0.614
HD 23079,HD 23079 b,54.9281897,-52.9162344,1.08,5994.0,1.16
Kepler-219,Kepler-219 d,288.7389481,46.7625929,1.491,5786.0,1.164
Kepler-1137,Kepler-1137 b,287.1302407,48.665347,1.84,6807.0,1.5
Kepler-53,Kepler-53 c,290.4617926,40.5624966,0.89,5858.0,0.98
KOI-7368,KOI-7368 b,293.9476365,48.0652589,0.874,5241.0,0.879
TOI-1842,TOI-1842 b,201.9626552,9.0306437,2.032,6039.0,1.4643
TOI-7510,TOI-7510 b,273.728188,-54.4340547,1.035,5720.0,1.063
Kepler-967,Kepler-967 c,286.5580128,38.4052418,0.8,5178.0,0.84
TOI-1199,TOI-1199 b,166.8806581,61.3525723,1.45,5710.0,1.23
Kepler-271,Kepler-271 c,283.0029316,44.284108,0.87,5555.0,0.9
HD 175541,HD 175541 b,283.9203211,4.2649344,4.19,5013.0,1.39
Kepler-1831,Kepler-1831 b,295.3024604,49.5890456,1.012,6063.0,1.117
HIP 35173,HIP 35173 b,109.0449329,-3.6661273,0.773404,4881.0,0.79
K2-63,K2-63 c,333.4267738,-12.0663429,1.63,6771.0,1.4
Kepler-289,Kepler-289 c,297.4653351,42.8828517,1.0,5990.0,1.08
WASP-82,WASP-82 b,72.6605916,1.8938365,2.1,6480.0,1.48
Kepler-1869,Kepler-1869 c,292.6149958,42.7643438,0.902,5808.0,0.987
gam Lib,gam Lib b,233.8818636,-14.789502,12.38,4879.0,1.78
Kepler-743,Kepler-743 b,295.57423,42.8064255,0.85,5486.0,0.94
Kepler-732,Kepler-732 b,283.7317274,45.9585288,0.46,3631.0,0.49
Kepler-149,Kepler-149 b,285.8537014,38.3840916,0.953,5381.0,1.013
Kepler-1203,Kepler-1203 b,292.7734523,44.178088,0.61,4105.0,0.64
K2-258,K2-258 b,187.6314027,-1.1609171,1.31,6351.0,1.21
HD 63433,HD 63433 b,117.4793699,27.3631342,0.934,5553.0,0.956
Kepler-1775,Kepler-1775 b,286.4023452,38.7385674,1.647,5818.0,1.149
Kepler-907,Kepler-907 b,285.4764959,41.6326615,1.38,6106.0,1.08
TOI-540,TOI-540 b,76.3096949,-47.9375391,0.1895,3216.0,0.159
Kepler-647,Kepler-647 c,284.7882977,44.5916225,1.54571,5906.74,1.07
Kepler-54,Kepler-54 c,294.7739245,43.0561976,0.5,3705.0,0.51
Kepler-138,Kepler-138 b,290.3814122,43.2930645,0.535,3841.0,0.535
Kepler-1536,Kepler-1536 b,291.5852554,45.7158742,0.67,4434.0,0.71
Kepler-509,Kepler-509 b,289.664394,48.706165,1.2,6060.0,1.1
Kepler-545,Kepler-545 b,290.5663221,40.6920756,1.07,5882.0,1.04
Kepler-1919,Kepler-1919 b,283.1319153,43.956005,0.818,5513.0,0.868
GJ 317,GJ 317 b,130.2445254,-23.452809,0.403,3496.0,0.402
Kepler-81,Kepler-81 d,293.6369437,42.8248275,0.595,4500.0,0.648
61 Vir,61 Vir b,199.596455,-18.3157745,0.963,5577.0,0.942
GJ 876,GJ 876 e,343.3239737,-14.2665958,0.3,3293.74,0.32
Kepler-1987,Kepler-1987 c,295.8254663,42.9433716,0.714,4769.0,0.799
EPIC 201595106,K2-360 c,183.7203635,1.9681688,0.98,5679.0,0.958
Kepler-314,Kepler-314 b,294.6741507,42.0756037,0.95,5378.0,0.99
HAT-P-12,HAT-P-12 b,209.3886452,43.49331,0.701,4650.0,0.733
HAT-P-17,HAT-P-17 b,324.5359781,30.4881882,0.87,5246.0,0.99
WASP-103,WASP-103 b,249.3148604,7.1833758,1.436,6110.0,1.22
HATS-6,HATS-6 b,88.1468079,-19.0316268,0.57,3724.0,0.574
HAT-P-32,HAT-P-32 b,31.0427614,46.6878512,1.367,6001.0,1.132
KELT-8,KELT-8 b,283.3054489,24.1272483,1.46,5754.0,0.81
Kepler-502,Kepler-502 b,291.080133,43.8601911,1.22,6125.0,1.15
DMPP-4,DMPP-4 b,293.5826648,51.2358069,1.38,6400.0,1.25
Kepler-1140,Kepler-1140 b,281.6940529,46.946521,0.73,4850.0,0.76
2MASS J11550485-7919108,2MASS J11550485-7919108 b,178.7691634,-79.3197558,0.600455,3021.0,0.58846
HD 74698,HD 74698 c,130.0744755,-71.8768726,1.333,5783.0,1.039
HATS-58 A,HATS-58 A b,186.7873036,-48.9784105,1.433,7175.0,1.461
Kepler-910,Kepler-910 b,296.0472937,42.7429414,1.5,6230.0,1.26
Kepler-691,Kepler-691 b,288.8117314,40.0332311,0.5,3715.0,0.53
Kepler-23,Kepler-23 b,294.2189131,49.4792536,1.548,5828.0,1.078
Kepler-1823,Kepler-1823 b,283.754777,45.335125,1.126,6000.0,1.068
Kepler-1861,Kepler-1861 b,295.8465148,49.9361586,1.373,5855.0,1.161
Kepler-370,Kepler-370 c,292.1710683,40.9162381,0.9,5852.0,0.982
Kepler-302,Kepler-302 c,294.3169307,43.6292436,1.22,5740.0,1.021
Kepler-120,Kepler-120 b,287.8915707,39.3390979,0.534,4096.0,0.654
TOI-778,TOI-778 b,199.3338503,-15.2737046,1.71,6643.0,1.4
Kepler-1499,Kepler-1499 b,283.986348,41.6505091,0.78,5097.0,0.82
Kepler-1073,Kepler-1073 b,294.1527259,38.2330886,1.0,5792.0,1.0
8 UMi,8 UMi b,224.201685,74.9009379,10.73,4847.0,1.51
HD 159868,HD 159868 b,264.7466665,-43.1462347,2.13,5534.0,1.19
Kepler-92,Kepler-92 b,289.0860607,41.5630224,1.7,5883.0,1.21
Kepler-405,Kepler-405 c,291.4094615,38.3400107,0.893,5818.0,0.873
GJ 682,GJ 682 c,264.2610245,-44.3232519,0.298255,3028.0,0.27
Kepler-282,Kepler-282 c,284.6772402,44.7976401,0.904,5602.0,0.86
Kepler-1574,Kepler-1574 b,292.1586689,49.6377914,1.08,5892.0,1.06
HD 152843,HD 152843 b,253.7848853,20.491524,1.43,6310.0,1.15
HD 205739,HD 205739 b,324.5351273,-31.7378373,1.33,6176.0,1.22
HD 184010,HD 184010 d,292.8401421,26.6172796,4.86,4971.0,1.35
Gl 49,Gl 49 b,15.6687321,62.3454386,0.511,3805.0,0.515
GJ 2056,GJ 2056 b,108.0194945,-24.8921008,0.709495,4069.95,0.62
Kepler-154,Kepler-154 f,289.7805393,49.8965624,0.98,5769.0,0.98
Kepler-658,Kepler-658 b,282.983621,47.5783897,0.6,4103.0,0.63
NGTS-34,NGTS-34 b,162.4997176,-44.5478575,1.367,6134.0,1.266
HIP 65 A,HIP 65 A b,0.1856063,-54.8308228,0.7242,4590.0,0.781
Kepler-1013,Kepler-1013 b,290.2481023,44.4352935,0.76,4954.0,0.81
Kepler-313,Kepler-313 b,298.2948708,48.7754,1.536,5727.0,1.114
Kepler-1914,Kepler-1914 b,291.4314024,38.6543635,0.96,5982.0,1.047
Barnard's star,Barnard b,269.4486144,4.7379808,0.185,3195.0,0.162
USco1556 A,USco1556 b,239.1037198,-25.6890476,0.668108,3410.0,0.33
WASP-94 B,WASP-94 B b,313.7882932,-34.135724,1.35,6040.0,1.24
K2-336,K2-336 b,133.8382032,16.7940663,0.8,5424.0,0.86
K2-55,K2-55 b,333.7518786,-17.2508002,0.715,4300.0,0.688
WASP-80,WASP-80 b,303.1667996,-2.1444369,0.586,4143.0,0.577
HAT-P-18,HAT-P-18 b,256.346376,33.0123251,0.749,4803.0,0.77
WASP-52,WASP-52 b,348.4947931,8.7610793,0.79,5000.0,0.87
HIP 39330,HIP 39330 b,120.6116831,-46.3353155,1.02786,5748.0,0.96
TOI-1516,TOI-1516 b,340.0846204,69.5037313,1.14,6520.0,1.14
GJ 1214,GJ 1214 b,258.8313991,4.9606795,0.2162,3101.0,0.182
bet Pic,bet Pic b,86.8212337,-51.066148,1.54416,8038.68,1.789
Kepler-412,Kepler-412 b,286.1103053,43.6809612,1.287,5750.0,1.167
CoRoT-8,CoRoT-8 b,291.5885696,1.4262972,0.77,5080.0,0.88
Kepler-1381,Kepler-1381 b,287.5357911,48.727783,0.94,5747.0,0.96
Kepler-1372,Kepler-1372 b,288.8865895,44.8394672,0.97,5677.0,0.98
Kepler-84,Kepler-84 f,298.2520208,40.4960842,1.169,6031.0,1.06
HD 104067,HD 104067 b,179.7923543,-20.3556058,0.78,4952.0,0.82
BD+49 828,BD+49 828 b,45.6406187,49.7299481,7.6,4943.0,1.52
eps Ind A,eps Ind A b,330.8714021,-56.7969023,0.713,4700.0,0.8
TOI-261,TOI-261.01,15.2181412,-24.4239934,1.28018,5890.3,0.496728
Kepler-176,Kepler-176 c,294.6679021,43.8532104,0.891,5232.0,0.86
K2-344,K2-344 b,136.3614923,21.6685886,0.49,4374.0,0.51
Kepler-369,Kepler-369 c,293.6743322,47.9084727,0.471,3591.0,0.5
7 CMa,7 CMa b,99.171276,-19.2561808,4.87,4826.0,1.34
Kepler-1012,Kepler-1012 b,289.2962253,46.4579889,0.91,5556.0,0.95
Kepler-1613,Kepler-1613 b,289.8750066,43.4209318,1.12,6005.0,1.08
TOI-5726,TOI-5726.01,123.3950504,68.5745899,1.106,5874.0,1.06
Kepler-36,Kepler-36 b,291.2501859,49.2318073,1.634,5979.0,1.034
Kepler-616,Kepler-616 c,294.989137,46.8383058,0.97,5753.0,0.98
HIP 91258,HIP 91258 b,279.2211173,61.7015065,0.89,5519.0,0.97
WASP-47,WASP-47 c,331.203092,-12.019067,1.156,5565.0,1.058
WASP-76,WASP-76 b,26.632936,2.700389,1.756,6329.0,1.458
TOI-2374,TOI-2374 b,319.4982407,-22.0498228,0.711,5002.0,0.802
HAT-P-26,HAT-P-26 b,213.1565508,4.0594175,0.87,5079.0,1.12
Kepler-79,Kepler-79 b,300.5171067,44.3815508,1.316,6389.0,1.244
K2-389,K2-389 c,355.6304152,-9.7135814,1.084,5782.0,0.802
Kepler-1405,Kepler-1405 b,295.6848822,39.2561274,1.07,5925.0,1.05
K2-414,K2-414 b,351.6361913,-4.6066569,0.732,4343.0,0.814
Kepler-362,Kepler-362 c,291.771603,47.5299192,0.722,5788.0,0.904
TOI-1466,TOI-1466 b,307.3965319,61.5507253,0.749646,4435.39,0.66
Kepler-1947,Kepler-1947 b,296.1040313,42.3425818,1.686,6040.0,0.984
Kepler-260,Kepler-260 c,291.9259658,38.0140525,0.862,5250.0,1.013
Kepler-484,Kepler-484 b,284.3942844,46.2491109,0.87,5668.0,0.96
Kepler-1407,Kepler-1407 b,283.9424274,41.4715535,1.15,6010.0,1.1
GJ 1132,GJ 1132 b,153.7090696,-47.1549358,0.2211,3229.0,0.1945
TRAPPIST-1,TRAPPIST-1 c,346.6263919,-5.0434618,0.1192,2566.0,0.0898
TOI-5728,TOI-5728 b,260.3509363,67.5504212,0.37,3419.0,0.36
Kepler-211,Kepler-211 b,285.4391183,43.1685051,0.816,5123.0,0.867
TOI-5515,TOI-5515 b,139.6163639,16.9899558,0.835682,5483.65,0.963
Kepler-197,Kepler-197 b,295.2264739,50.5592348,1.12,6004.0,0.857
Kepler-790,Kepler-790 b,286.9171489,38.8722123,0.8,5208.0,0.84
GU Psc,GU Psc b,18.146485,17.0650029,0.450458,4031.81,0.325
Kepler-113,Kepler-113 c,287.9978721,50.9441847,0.69,4725.0,0.75
Kepler-1891,Kepler-1891 b,290.0438524,44.3705375,0.827,5516.0,0.873
Kepler-876,Kepler-876 b,283.4781717,43.3837235,0.77,5060.0,0.81
Kepler-1456,Kepler-1456 b,286.9453381,43.8228023,0.62,4231.0,0.64
Kepler-571,Kepler-571 b,286.5510448,49.418731,0.9,5527.0,0.93
TOI-5678,TOI-5678 b,47.3841872,-34.1984808,0.938,5485.0,0.905
Kepler-1280,Kepler-1280 b,293.5738933,45.3844919,1.32,6227.0,1.2
K2-75,K2-75 c,338.844896,-7.469895,1.56,5995.0,1.16
Kepler-1414,Kepler-1414 b,284.9285796,42.4223085,0.75,4951.0,0.8
Kepler-710,Kepler-710 b,291.9641255,42.6961308,0.91,5611.0,0.94
TOI-640,TOI-640 b,99.7345935,-36.64613,2.082,6460.0,1.536
HD 160691,HD 160691 c,266.0361585,-51.8348751,1.33,5773.0,1.13
Kepler-573,Kepler-573 b,289.5211955,51.2374057,1.02,5746.0,0.99
Kepler-297,Kepler-297 c,283.2091605,48.7776156,0.915,5619.0,0.927
HD 10180,HD 10180 h,24.4731133,-60.5114881,1.109,5911.0,1.06
Kepler-1791,Kepler-1791 b,284.4903166,42.6482636,1.177,5887.0,0.985
Kepler-1197,Kepler-1197 b,291.6693437,42.5907441,0.72,4708.0,0.78
Kepler-198,Kepler-198 b,290.6731326,38.6910045,0.94,5574.0,0.995
K2-148,K2-148 d,14.5176494,-0.193258,0.632,4079.0,0.65
Kepler-142,Kepler-142 b,295.1190067,48.4813635,1.269,5790.0,0.978
Kepler-9,Kepler-9 d,285.5739904,38.4008192,1.02,5777.0,1.07
WASP-54,WASP-54 b,205.4542456,-0.1281712,1.76,6100.0,1.08
K2-250,K2-250 b,185.0315429,-8.9757427,0.797,5003.0,0.809
Kepler-31,Kepler-31 b,294.0230229,45.8530535,1.22,6340.0,1.21
CoRoT-7,CoRoT-7 c,100.9561682,-1.0630076,0.864273,5256.0,0.899
GJ 849,GJ 849 b,332.4229938,-4.6408317,0.45,3467.0,0.45
K2-167,K2-167 b,336.5761233,-18.011665,1.499,6310.0,1.084
Kepler-1151,Kepler-1151 b,292.2477819,47.8784257,0.85,5470.0,0.88
Kepler-1261,Kepler-1261 b,285.2324786,48.8066963,0.77,5006.0,0.82
Kepler-1339,Kepler-1339 b,283.7457695,48.373469,0.93,5586.0,0.94
Kepler-1086,Kepler-1086 c,295.251187,45.8429537,0.66,4350.0,0.7
TOI-2096,TOI-2096 c,151.6186989,74.8272107,0.235,3300.0,0.231
Kepler-1758,Kepler-1758 b,297.7968197,39.9213378,1.616,5557.0,1.035
Kepler-352,Kepler-352 c,299.8966237,46.0519022,0.781,5212.0,0.798
Kepler-30,Kepler-30 c,285.2836483,38.9472625,0.95,5498.0,0.99
Kepler-62,Kepler-62 c,283.2125621,45.3496992,0.64,4925.0,0.69
Kepler-270,Kepler-270 c,282.2001207,44.4222795,1.461,6067.0,1.17
HD 19994,HD 19994 b,48.1943193,-1.1963955,1.79647,6188.0,1.365
Kepler-446,Kepler-446 c,282.2501047,44.921002,0.24,3359.0,0.22
Kepler-1551,Kepler-1551 b,295.7855238,39.9078956,1.22,6136.0,1.14
NGTS-15,NGTS-15 b,73.3553101,-32.8003484,0.954,5600.0,0.995
K2-16,K2-16 c,175.0972238,4.5574311,0.66,4742.0,0.68
K2-270,K2-270 b,131.2665588,13.5497322,0.77,4877.0,0.85
K2-374,K2-374 c,137.3794986,16.3558324,0.907,5789.0,0.731
Kepler-646,Kepler-646 b,290.4714596,44.3870422,0.91,5634.0,0.93
Kepler-1611,Kepler-1611 b,296.5120204,49.7277506,0.93,5605.0,0.94
TOI-921,TOI-921 b,99.6742038,-56.2205396,1.14165,6011.66,1.13
Kepler-406,Kepler-406 c,291.8481764,44.9682807,1.07,5538.0,1.07
Kepler-431,Kepler-431 d,281.1123072,43.2277663,1.092,6004.0,1.071
HD 190360,HD 190360 d,300.9092476,29.894541,1.14,5560.0,0.996
Kepler-1326,Kepler-1326 b,296.222199,39.268942,1.74,6725.0,1.45
HD 132563,HD 132563 b,224.5892892,44.0428571,1.29577,6289.0,1.231
HAT-P-44,HAT-P-44 c,213.1438604,47.0147826,0.949,5295.0,0.942
K2-149,K2-149 b,9.8217519,7.2769939,0.568,3745.0,0.595
Kepler-1000,Kepler-1000 b,286.6854729,47.0981948,1.51,6453.0,1.4
HD 204313,HD 204313 c,322.0510568,-21.7274194,1.1,5767.0,1.03
Kepler-342,Kepler-342 b,292.6780488,46.7266813,1.472,6175.0,1.213
HD 4203,HD 4203 c,11.1722288,20.4483925,1.49795,5582.0,0.99
TIC 270471727,TIC 270471727 b,97.2114071,-78.4730589,0.997091,5271.39,0.9
Kepler-1185,Kepler-1185 b,287.2411783,39.3326977,0.87,5622.0,0.96
Kepler-596,Kepler-596 b,289.5006797,51.6857106,1.32,6267.0,1.21
Kepler-1686,Kepler-1686 b,291.6067189,42.0359783,1.19951,5714.96,1.02
Kepler-263,Kepler-263 c,292.4698022,37.5677941,0.785,5265.0,0.793
HD 4308,HD 4308 b,11.1652594,-65.6527159,1.02,5686.0,0.93
TOI-1437,TOI-1437 b,256.1387513,56.842549,1.17,6008.0,1.1
Kepler-522,Kepler-522 b,288.153973,44.0688154,1.98,6392.0,1.54
KELT-15,KELT-15 b,117.4149764,-52.1204471,1.78,6003.0,2.06
TOI-892,TOI-892 b,86.738228,-11.2353401,1.39,6261.0,1.28
G 196-3,G 196-3 b,151.0884754,50.3861806,0.522432,3517.0,0.519782
Kepler-1545,Kepler-1545 b,298.8988313,47.4630696,0.8,5201.0,0.84
Kepler-1667,Kepler-1667 b,283.5329505,48.0943604,1.08751,5941.54,1.09
TOI-2803 A,TOI-2803 A b,93.1147397,-23.4924956,1.245,6280.0,1.118
K2-34,K2-34 b,127.5787231,22.2359194,1.42,6168.0,1.16
Kepler-632,Kepler-632 b,297.252613,40.288605,0.84,5322.0,0.91
K2-133,K2-133 b,70.1493775,25.0098135,0.455,3655.0,0.461
Kepler-124,Kepler-124 c,286.7527322,49.0648788,0.636,4984.0,0.706
Kepler-1720,Kepler-1720 b,296.8086813,47.1718557,0.839,5573.0,0.939
TOI-1347,TOI-1347 c,280.3266806,70.2900536,0.83,5464.0,0.913
Kepler-117,Kepler-117 b,288.7930651,48.040176,1.606,6150.0,1.129
Kepler-267,Kepler-267 c,299.8305655,47.1575741,0.555,4258.0,0.541571
Kepler-1292,Kepler-1292 b,284.9057222,43.9491434,0.93,5556.0,0.95
Kepler-1736,Kepler-1736 b,289.7766991,38.2622374,0.973,6085.0,0.976
Kepler-1538,Kepler-1538 b,283.345611,45.2743573,1.03,5837.0,1.03
WASP-66,WASP-66 b,158.2250301,-34.9899074,1.76,6600.0,1.33
K2-156,K2-156 b,182.699673,-6.2943552,0.62,4460.0,0.66
Kepler-1165,Kepler-1165 c,286.9712284,44.7082669,1.076,6249.0,1.13
Kepler-1819,Kepler-1819 b,296.5600307,46.8574644,1.071,6090.0,1.173
Kepler-1821,Kepler-1821 b,294.5254573,49.872484,0.884,5475.0,0.946
Kepler-1393,Kepler-1393 b,284.4594558,40.1424756,0.92,5697.0,0.95
OGLE-2017-BLG-0364L,OGLE-2017-BLG-0364L b,265.227875,-34.6175833,,,0.49
Kepler-1664,Kepler-1664 b,286.8527157,49.2616668,1.072,5735.81,0.944
K2-332,K2-332 b,135.8832666,14.2504994,0.28,3315.0,0.27
Kepler-102,Kepler-102 b,281.4824731,47.2078263,0.724,4909.0,0.803
HATS-31,HATS-31 b,191.7028214,-24.4273897,1.87,6050.0,1.275
K2-282,K2-282 b,13.4321524,7.9952914,1.0,5499.0,0.94
Kepler-255,Kepler-255 d,296.0642702,45.9767647,0.86,5431.0,0.9
HD 196885 A,HD 196885 A b,309.9664609,11.2500236,1.31,6254.0,1.28
HATS-46,HATS-46 b,6.7026401,-56.3161021,0.853,5495.0,0.917
HD 4917,HD 4917 b,12.7762624,-12.9276648,5.01,4802.0,1.32
Kepler-85,Kepler-85 e,290.9734395,45.2902761,0.893,5436.0,0.947
HATS-8,HATS-8 b,294.9416887,-25.7483655,1.086,5679.0,1.056
Kepler-761,Kepler-761 b,290.503599,44.1436249,0.93,5706.0,0.95
TOI-1117,TOI-1117 b,273.6020606,-66.4199742,1.05,5635.0,0.97
HD 1502,HD 1502 b,4.8214389,14.054683,4.67,4947.0,1.46
Kepler-826,Kepler-826 b,284.8601128,39.2405076,1.15,6079.0,1.05
HD 145377,HD 145377 b,242.9019658,-27.0781199,1.05,6014.0,1.2
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,268.742218,-29.7504635,,,0.15
TOI-201,TOI-201 d,87.4017825,-54.910423,1.31,6423.0,1.32
Kepler-1669,Kepler-1669 d,297.4303826,39.8478795,0.603,4224.0,0.609
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,132.7531307,11.8865128,0.89,5725.0,0.96
Kepler-1958,Kepler-1958 b,289.1041643,41.6901138,0.864,5749.0,0.961
Kepler-1395,Kepler-1395 b,292.3374945,47.6641732,1.23,6138.0,1.17
TOI-2169 A,TOI-2169 A b,279.1701117,23.2586193,1.82,6270.0,1.42
Kepler-733,Kepler-733 b,293.0181882,45.9147063,0.86,5418.0,0.9
TOI-469,HIP 29442 c,93.0578446,-14.6493167,0.98,5289.0,0.901
HD 114783,HD 114783 c,198.1818436,-2.2649921,0.840622,5135.0,0.9
Kepler-1603,Kepler-1603 b,295.3298254,42.5349698,1.31,6241.0,1.21
Kepler-113,Kepler-113 b,287.9978721,50.9441847,0.69,4725.0,0.75
Kepler-996,Kepler-996 b,291.9127633,41.5335891,1.14,6014.0,1.09
Kepler-122,Kepler-122 b,291.1118647,39.9490248,1.216,6050.0,0.982
TOI-7510,TOI-7510 d,273.728188,-54.4340547,1.035,5720.0,1.063
HD 114386,HD 114386 b,197.6652124,-35.0561807,0.76,4836.0,0.6
Kepler-305,Kepler-305 e,299.2242557,40.343167,0.827279,4974.0,0.82
KMT-2018-BLG-0087L,KMT-2018-BLG-0087L b,264.327,-27.8320611,,,0.1
KMT-2021-BLG-0909L,KMT-2021-BLG-0909L b,265.6202083,-27.6391389,,,0.38
TOI-257,TOI-257 b,47.5172608,-50.8322632,1.867,6095.0,1.407
Kepler-24,Kepler-24 b,290.4132621,38.3437283,1.099,6028.0,1.06
K2-345,K2-345 b,132.7075876,21.7890367,0.52,3779.0,0.56
Kepler-221,Kepler-221 b,296.6547477,46.8352242,0.821,5243.0,0.854
Kepler-295,Kepler-295 b,285.3458383,45.3677754,0.898,5603.0,0.89
Kepler-233,Kepler-233 b,296.3665054,51.3194548,0.758,5360.0,0.855
K2-119,K2-119 b,132.0098683,16.9017663,0.71,4740.0,0.76
HD 117618,HD 117618 b,203.1066418,-47.2719049,1.2,5990.0,1.077
Kepler-131,Kepler-131 c,288.5308924,40.942373,1.03,5685.0,1.02
K2-341,K2-341 b,130.4971951,19.9166357,1.16,5817.0,0.98
HD 214823,HD 214823 b,340.0832062,31.7875183,2.04,6215.0,1.115
Kepler-95,Kepler-95 b,284.4824281,44.397891,1.41,5699.0,1.08
Kepler-221,Kepler-221 e,296.6547477,46.8352242,0.821,5243.0,0.854
Kepler-1227,Kepler-1227 b,287.0664109,41.8749712,0.95,5747.0,0.97
Kepler-1557,Kepler-1557 b,293.8813592,46.8388172,1.17,6099.0,1.11
AT2021ueyL,AT2021ueyL b,324.5450417,26.4665694,,3680.0,0.49
KMT-2023-BLG-0548L,KMT-2023-BLG-0548L b,270.347625,-27.10675,,,0.72
Kepler-52,Kepler-52 d,286.7380152,49.9757383,0.556,4263.0,0.577
Kepler-1304,Kepler-1304 b,285.2763652,39.4468274,0.81,5259.0,0.85
Kepler-367,Kepler-367 c,297.292558,49.9817499,0.695,4710.0,0.768
Kepler-50,Kepler-50 b,288.1009312,50.0336844,1.58,6225.0,1.24
Kepler-583,Kepler-583 b,282.1113206,42.3545514,0.91,5523.0,0.94
HD 30856,HD 30856 b,72.5745099,-24.3689282,4.4,4895.0,1.17
Kepler-237,Kepler-237 b,283.2213438,40.421762,0.725,4861.0,0.696
Kepler-1279,Kepler-1279 b,288.0955917,40.365909,1.33,6221.0,1.21
HD 39091,HD 39091 b,84.2992798,-80.4646041,1.17,5998.0,1.07
NGTS-5,NGTS-5 b,221.0582692,5.6053735,0.739,4987.0,0.661
TOI-201,TOI-201 b,87.4017825,-54.910423,1.31,6423.0,1.32
Kepler-185,Kepler-185 c,282.4681674,43.8899464,0.806,5208.0,0.763
Kepler-1375,Kepler-1375 b,296.2935173,43.4032189,1.78,6704.0,1.47
TOI-4156,TOI-4156 c,230.7808336,76.3318816,1.03963,5971.64,1.1
TOI-700,TOI-700 c,97.0957165,-65.5786149,0.421,3459.0,0.415
HD 38529,HD 38529 b,86.6451363,1.1675866,2.857838,5697.0,0.98
OGLE-2019-BLG-0468L,OGLE-2019-BLG-0468L b,266.406,-24.4472778,,,0.92
Kepler-1076,Kepler-1076 b,287.5902594,51.0606047,0.74,4868.0,0.79
KMT-2018-BLG-0885L,KMT-2018-BLG-0885L b,268.9663333,-28.5133611,,,0.29
Kepler-1410,Kepler-1410 b,290.5102933,38.743501,0.6,4092.0,0.63
Kepler-1795,Kepler-1795 b,286.4792568,39.2698793,0.688,4500.0,0.768
Kepler-1692,Kepler-1692 b,286.9241804,47.0537092,0.866139,5146.0,0.87
EPIC 212624936,EPIC 212624936 b,210.6376171,-10.0236852,0.93,5765.0,1.0
Kepler-148,Kepler-148 b,289.7861626,46.8588176,0.851,5272.0,0.86
Kepler-1616,Kepler-1616 b,286.5436691,45.3048716,1.34,6266.0,1.21
HD 97048,HD 97048 b,167.0133422,-77.654853,2.25,10000.0,2.4
HD 2039,HD 2039 b,6.0851069,-56.649988,1.19,5945.0,1.23
